"t_stamp","add_feed 1","add_feed 2","cement_flow_return","cli_feed","gyp_feed","hopper_cli_lev","hopper_gyp_lev","hopper_lime_lev","lime_feed","tot_feed","tot_feed sv"
"2017-07-02 03:20:00.000","0.0","0.0","0.0","0.0","0.0","14.843973159790039","0.0","0.0","0.0","291.71240234375","0.0"
"2017-07-02 03:30:00.000","0.0","0.0","0.0","0.0","0.0","13.585798263549805","0.0","0.0","0.0","270.64556884765625","0.0"
"2017-07-02 03:40:00.000","0.0","0.0","0.0","0.0","0.0","12.946304321289062","0.0","0.0","0.0","289.73382568359375","0.0"
"2017-07-02 03:50:00.000","0.0","0.0","0.0","0.0","0.0","13.572955131530762","0.0","0.0","0.0","286.8542785644531","0.0"
"2017-07-02 04:00:00.000","0.0","0.0","0.0","0.0","0.0","13.178330421447754","0.0","0.0","0.0","281.23260498046875","0.0"
"2017-07-02 04:10:00.000","0.0","0.0","0.0","0.0","0.0","12.942495346069336","0.0","0.0","0.0","295.54254150390625","0.0"
"2017-07-02 04:20:00.000","0.0","0.0","0.0","0.0","0.0","13.904327392578125","0.0","0.0","0.0","281.7578430175781","0.0"
"2017-07-02 04:30:00.000","0.0","0.0","0.0","0.0","0.0","13.222662925720215","0.0","0.0","0.0","288.327880859375","0.0"
"2017-07-02 04:40:00.000","0.0","0.0","0.0","0.0","0.0","14.094473838806152","0.0","0.0","0.0","283.9648742675781","0.0"
"2017-07-02 04:50:00.000","0.0","0.0","0.0","0.0","0.0","13.390409469604492","0.0","0.0","0.0","288.9819641113281","0.0"
"2017-07-02 05:00:00.000","0.0","0.0","0.0","0.0","0.0","13.062586784362793","0.0","0.0","0.0","287.27655029296875","0.0"
"2017-07-02 05:10:00.000","0.0","0.0","0.0","0.0","0.0","12.91921615600586","0.0","0.0","0.0","307.26800537109375","0.0"
"2017-07-02 05:20:00.000","0.0","0.0","0.0","0.0","0.0","15.056733131408691","0.0","0.0","0.0","277.240478515625","0.0"
"2017-07-02 05:30:00.000","0.0","0.0","0.0","0.0","0.0","11.918502807617188","0.0","0.0","0.0","292.5576171875","0.0"
"2017-07-02 05:40:00.000","0.0","0.0","0.0","0.0","0.0","13.952059745788574","0.0","0.0","0.0","293.6109619140625","0.0"
"2017-07-02 05:50:00.000","0.0","0.0","0.0","0.0","0.0","12.802841186523438","0.0","0.0","0.0","287.4489440917969","0.0"
"2017-07-02 06:00:00.000","0.0","0.0","0.0","0.0","0.0","13.300528526306152","0.0","0.0","0.0","293.0657958984375","0.0"
"2017-07-02 06:10:00.000","0.0","0.0","0.0","0.0","0.0","14.249711036682129","0.0","0.0","0.0","301.4913024902344","0.0"
"2017-07-02 06:20:00.000","0.0","0.0","0.0","0.0","0.0","14.106623649597168","0.0","0.0","0.0","281.7195129394531","0.0"
"2017-07-02 06:30:00.000","0.0","0.0","0.0","0.0","0.0","12.850043296813965","0.0","0.0","0.0","284.3673400878906","0.0"
"2017-07-02 06:40:00.000","0.0","0.0","0.0","0.0","0.0","13.596222877502441","0.0","0.0","0.0","307.0222473144531","0.0"
"2017-07-02 06:50:00.000","0.0","0.0","0.0","0.0","0.0","14.884740829467773","0.0","0.0","0.0","270.35247802734375","0.0"
"2017-07-02 07:00:00.000","0.0","0.0","0.0","0.0","0.0","12.874492645263672","0.0","0.0","0.0","278.92767333984375","0.0"
"2017-07-02 07:10:00.000","0.0","0.0","0.0","0.0","0.0","11.748871803283691","0.0","0.0","0.0","310.4434814453125","0.0"
"2017-07-02 07:20:00.000","0.0","0.0","0.0","0.0","0.0","15.659055709838867","0.0","0.0","0.0","280.3582763671875","0.0"
"2017-07-02 07:30:00.000","0.0","0.0","0.0","0.0","0.0","12.883752822875977","0.0","0.0","0.0","277.6014404296875","0.0"
"2017-07-02 07:40:00.000","0.0","0.0","0.0","0.0","0.0","13.183662414550781","0.0","0.0","0.0","299.92529296875","0.0"
"2017-07-02 07:50:00.000","0.0","0.0","0.0","0.0","0.0","14.443419456481934","0.0","0.0","0.0","279.95184326171875","0.0"
"2017-07-02 08:00:00.000","0.0","0.0","0.0","0.0","0.0","12.664613723754883","0.0","0.0","0.0","285.2847900390625","0.0"
"2017-07-02 08:10:00.000","0.0","0.0","0.0","0.0","0.0","13.087398529052734","0.0","0.0","0.0","286.978759765625","0.0"
